CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
733,France,Male,42,9,150507.21,1,0,1,169964.12,0,0,3,SILVER,296
527,Germany,Female,30,6,126663.51,1,1,1,162267.91,0,0,4,SILVER,617
640,France,Female,29,3,0.0,2,1,0,2743.69,0,0,1,SILVER,956
566,France,Female,21,3,0.0,2,1,1,3626.47,0,0,4,DIAMOND,541
837,France,Male,26,4,89900.24,2,1,0,175477.03,0,0,2,DIAMOND,265
606,Spain,Female,23,10,70417.79,1,0,1,90896.04,0,0,4,DIAMOND,437
497,Spain,Male,44,2,121250.04,1,0,1,79691.4,0,0,3,DIAMOND,595
594,Germany,Female,21,2,87096.82,2,1,0,168186.11,0,0,1,SILVER,923
632,France,Male,32,6,111589.33,1,1,1,170382.99,0,0,4,DIAMOND,782
488,France,Male,34,3,0.0,2,1,1,125979.36,0,0,1,GOLD,974
479,France,Male,47,1,0.0,1,1,0,95270.83,0,0,4,DIAMOND,782
798,France,Male,28,3,0.0,2,1,0,2305.27,0,0,2,GOLD,632
788,Spain,Male,36,10,109632.85,1,1,1,16149.13,0,0,4,GOLD,283
708,France,Male,32,10,86614.06,2,1,1,172129.26,0,0,4,PLATINUM,330
699,France,Female,40,8,122038.34,1,1,0,102085.35,0,0,4,DIAMOND,547
722,France,Female,35,2,163943.89,2,1,1,15068.18,0,0,1,GOLD,883
743,France,Male,39,6,0.0,2,1,0,44265.28,0,0,5,SILVER,240
741,Spain,Male,39,7,143637.58,2,0,1,174227.66,0,0,4,PLATINUM,437
667,Spain,Male,45,3,0.0,2,0,0,163655.01,0,0,1,SILVER,814
731,Spain,Female,26,3,0.0,2,1,0,37697.29,0,0,5,DIAMOND,271
724,Spain,Male,39,3,0.0,2,0,1,95562.81,0,0,2,DIAMOND,918
518,France,Female,38,10,84764.79,1,1,1,162253.9,0,0,4,SILVER,289
824,France,Male,30,0,133634.02,1,1,1,162053.92,0,0,1,PLATINUM,977
502,France,Male,37,10,0.0,1,1,1,76642.68,0,0,5,GOLD,620
582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,0,4,GOLD,838
663,France,Female,37,7,0.0,1,1,1,185210.63,0,0,5,PLATINUM,885
619,Spain,Male,52,8,0.0,2,1,1,123242.11,0,0,1,PLATINUM,239
671,France,Male,27,5,0.0,2,0,0,120893.07,0,0,4,GOLD,962
631,Spain,Male,29,3,0.0,2,1,1,197963.46,0,0,3,DIAMOND,463
567,France,Male,38,6,127678.8,2,0,0,45422.89,0,0,1,GOLD,871
641,France,Female,42,6,0.0,2,0,0,121138.77,0,0,2,PLATINUM,697
619,Spain,Female,38,10,119658.49,1,1,1,8646.58,0,0,2,SILVER,412
588,Germany,Male,35,3,104356.38,1,1,0,94498.82,0,0,5,GOLD,885
716,Spain,Female,29,8,0.0,2,0,0,78616.92,0,0,1,DIAMOND,785
627,France,Female,57,9,0.0,2,1,1,107712.42,0,0,2,PLATINUM,333
820,France,Female,49,1,0.0,2,1,1,119087.25,0,0,1,PLATINUM,679
721,France,Male,36,1,155176.83,2,1,1,49653.37,0,0,5,SILVER,667
850,France,Female,32,5,106290.64,1,1,0,121982.73,0,0,4,DIAMOND,946
564,Spain,Male,31,0,125175.58,1,1,1,72757.33,0,0,5,DIAMOND,572
729,France,Male,34,3,152303.8,1,1,0,12128.69,0,0,2,PLATINUM,980
575,Spain,Female,22,8,105229.34,1,1,1,34397.08,0,0,1,GOLD,806
781,France,Male,33,3,89276.48,1,1,0,6959.0,0,0,4,DIAMOND,953
639,Germany,Female,46,10,110031.09,2,1,1,133995.59,0,0,5,SILVER,661
629,France,Female,43,0,0.0,2,1,1,41263.69,0,0,2,SILVER,908
713,France,Male,46,5,0.0,1,1,1,55701.62,0,0,5,GOLD,961
466,France,Male,26,9,105522.06,1,1,0,10842.46,0,0,4,SILVER,887
552,Spain,Male,55,3,0.0,1,1,1,40333.94,0,0,4,SILVER,466
584,France,Male,35,3,146311.58,1,1,1,105443.47,0,0,1,GOLD,292
594,France,Female,31,9,0.0,1,0,1,5719.11,0,0,5,GOLD,365
505,Germany,Male,43,5,136855.94,2,1,0,171070.52,0,0,1,SILVER,650
588,France,Female,27,8,0.0,1,1,0,20066.38,0,0,5,DIAMOND,367
620,Spain,Male,38,0,0.0,2,1,1,38015.34,0,0,4,PLATINUM,630
625,France,Male,22,9,0.0,2,1,0,157072.91,0,0,2,PLATINUM,599
703,Germany,Male,35,5,140691.08,2,1,0,167810.26,0,0,3,PLATINUM,811
537,Germany,Male,66,8,103291.25,2,1,1,130664.79,0,0,4,GOLD,458
645,France,Female,24,3,34547.82,1,1,1,11638.17,0,0,2,SILVER,581
625,Germany,Male,26,3,130483.95,1,1,0,122810.53,0,0,3,PLATINUM,343
651,Spain,Female,45,10,135923.16,1,1,0,18732.84,0,0,3,GOLD,500
589,Germany,Male,38,8,92219.21,1,1,0,99106.97,0,0,2,PLATINUM,554
419,Spain,Female,27,2,121580.42,1,0,1,134720.51,0,0,5,DIAMOND,851
730,Spain,Female,43,1,103960.38,1,1,1,193650.16,0,0,2,DIAMOND,348
844,France,Female,29,8,0.0,2,0,0,147342.03,0,0,3,PLATINUM,807
850,France,Female,37,3,212778.2,1,0,1,69372.88,0,0,2,SILVER,661
645,Germany,Female,31,1,128927.93,1,1,1,2850.01,0,0,4,PLATINUM,847
808,France,Male,24,4,122168.65,1,1,0,174107.04,0,0,4,GOLD,233
569,Germany,Male,30,6,106629.49,1,0,1,44114.88,0,0,4,GOLD,644
662,France,Female,39,5,139562.05,2,1,0,61636.22,0,0,4,PLATINUM,871
518,France,Female,45,8,0.0,2,1,1,36193.07,0,0,1,SILVER,916
776,France,Female,38,2,169824.46,1,1,0,169291.7,0,0,5,SILVER,844
668,France,Male,42,3,150461.07,1,1,0,108139.23,0,0,1,DIAMOND,335
703,France,Female,45,5,0.0,2,1,0,131906.44,0,0,3,PLATINUM,599
500,France,Female,34,4,0.0,2,1,0,12833.96,0,0,2,DIAMOND,747
790,France,Female,26,4,141581.71,2,0,0,98309.27,0,0,3,DIAMOND,320
670,Spain,Female,32,3,0.0,2,1,0,46175.7,0,0,5,SILVER,325
418,France,Male,28,7,98738.92,1,1,0,122190.22,0,0,3,GOLD,465
620,France,Female,29,3,0.0,2,0,1,153392.28,0,0,3,SILVER,475
668,Germany,Male,37,10,152958.29,2,1,1,159585.61,0,0,2,SILVER,743
633,Spain,Male,33,4,137847.41,2,1,0,98349.13,0,0,1,DIAMOND,836
649,France,Female,36,2,0.0,2,0,1,75035.48,0,0,3,SILVER,984
606,Spain,Male,33,8,0.0,2,1,1,63176.77,0,0,2,DIAMOND,640
728,France,Male,43,7,0.0,2,1,0,40023.7,0,0,4,DIAMOND,937
643,Germany,Male,28,9,160858.13,2,1,0,27149.27,0,0,4,DIAMOND,349
579,Germany,Male,31,6,139729.54,1,0,1,135815.38,0,0,4,SILVER,664
501,France,Female,34,5,0.0,1,1,0,27380.99,0,0,4,PLATINUM,501
730,France,Male,27,5,0.0,2,1,1,116081.93,0,0,3,GOLD,480
728,Spain,Female,43,5,0.0,1,1,1,120088.17,0,0,5,GOLD,924
476,France,Female,34,10,0.0,2,1,0,26260.98,0,0,3,SILVER,119
679,France,Male,30,9,0.0,2,1,0,157871.55,0,0,5,PLATINUM,460
678,France,Male,66,8,0.0,2,1,1,47117.03,0,0,1,PLATINUM,636
597,France,Female,28,0,142705.95,1,1,0,127233.39,0,0,4,PLATINUM,845
802,Spain,Male,38,7,0.0,2,0,1,57764.65,0,0,5,GOLD,476
592,Germany,Female,26,4,105082.07,2,1,0,132801.57,0,0,1,GOLD,949
689,Germany,Male,67,9,157094.78,1,1,1,99490.01,0,0,2,GOLD,670
466,France,Male,26,3,156815.71,1,1,1,137476.09,0,0,2,GOLD,349
673,Germany,Female,29,4,99097.36,1,1,1,9796.69,0,0,4,PLATINUM,712
816,Germany,Female,40,9,109003.26,1,1,1,79580.56,0,0,1,DIAMOND,592
708,Spain,Male,38,8,99640.89,1,1,0,12429.22,0,0,2,DIAMOND,412
716,Germany,Male,41,8,126145.54,2,1,1,138051.19,0,0,5,SILVER,992
696,Germany,Female,66,7,119499.42,2,1,1,174027.3,0,0,3,PLATINUM,601
578,Spain,Male,23,8,0.0,2,1,0,112124.98,0,0,3,DIAMOND,240
504,Germany,Male,32,8,170291.22,2,0,1,15658.99,0,0,2,GOLD,391
718,Germany,Male,28,4,65643.3,1,1,0,28760.99,0,0,5,GOLD,887
663,Spain,Male,31,4,103430.11,2,0,1,36479.27,0,0,4,GOLD,992
440,France,Male,42,2,0.0,2,1,0,49826.68,0,0,4,PLATINUM,260
712,Spain,Male,45,6,112994.65,1,0,0,198398.68,0,0,1,SILVER,847
559,Spain,Female,39,2,0.0,2,1,1,121151.1,0,0,1,PLATINUM,453
702,Spain,Male,43,6,116121.67,1,1,0,61602.42,0,0,2,DIAMOND,488
661,Spain,Male,20,8,0.0,1,1,0,110252.53,0,0,3,GOLD,330
674,France,Male,36,2,154525.7,1,0,1,27468.72,0,0,4,PLATINUM,945
528,France,Male,37,6,103772.45,1,1,0,197111.99,0,0,3,DIAMOND,391
751,France,Male,29,1,135536.5,1,1,0,66825.33,0,0,5,GOLD,275
613,France,Male,40,4,0.0,1,0,0,151325.24,0,0,5,PLATINUM,828
531,France,Male,37,7,121854.45,1,1,0,147521.35,0,0,1,PLATINUM,515
488,France,Female,36,0,0.0,2,1,0,136675.22,0,0,2,SILVER,798
679,France,Male,34,7,160515.37,1,1,0,121904.14,0,0,2,DIAMOND,932
652,France,Female,80,4,0.0,2,1,1,188603.07,0,0,1,GOLD,662
607,France,Male,25,3,0.0,2,0,0,187048.72,0,0,3,DIAMOND,624
765,Germany,Female,34,8,136729.51,2,0,0,47058.21,0,0,2,DIAMOND,762
521,Germany,Female,29,2,87212.8,1,1,1,994.86,0,0,1,PLATINUM,836
676,France,Male,23,1,107787.47,1,0,1,116378.82,0,0,5,SILVER,597
592,France,Female,62,5,0.0,1,1,1,100941.57,0,0,1,PLATINUM,938
530,France,Male,37,8,0.0,2,1,1,287.99,0,0,4,DIAMOND,605
797,France,Male,29,1,0.0,1,0,1,149991.32,0,0,5,GOLD,752
757,Germany,Male,31,8,149085.9,2,1,1,197077.36,0,0,2,SILVER,376
610,France,Female,25,2,0.0,2,1,0,123723.83,0,0,3,SILVER,923
510,France,Female,22,3,156834.34,1,0,0,44374.44,0,0,2,DIAMOND,821
605,France,Male,52,7,0.0,2,1,1,173952.5,0,0,3,PLATINUM,435
743,France,Female,73,6,0.0,2,0,1,107867.38,0,0,4,GOLD,538
709,France,Male,42,9,118546.71,1,0,1,77142.85,0,0,5,GOLD,503
850,France,Male,33,8,73059.38,1,1,1,186281.0,0,0,5,PLATINUM,430
561,Germany,Female,45,2,168085.38,2,0,1,115719.08,0,0,4,GOLD,998
509,Spain,Male,41,7,126683.8,1,0,1,114775.53,0,0,3,PLATINUM,824
545,Spain,Female,44,1,0.0,2,1,1,82614.89,0,0,3,DIAMOND,874
677,France,Male,37,3,88363.03,1,0,1,117946.3,0,0,2,DIAMOND,276
743,France,Male,71,0,0.0,2,0,1,29837.65,0,0,5,PLATINUM,330
650,Spain,Female,23,5,0.0,1,1,1,180622.43,0,0,3,GOLD,918
850,France,Male,38,5,0.0,2,1,0,16491.64,0,0,1,SILVER,829
788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0,0,3,DIAMOND,760
631,France,Female,34,4,124379.14,1,1,0,106892.91,0,0,1,SILVER,461
850,Germany,Male,40,6,94607.08,1,1,0,36690.49,0,0,5,DIAMOND,460
520,Spain,Female,63,5,162278.32,1,1,1,34765.33,0,0,5,SILVER,998
756,France,Male,28,8,179960.2,1,1,0,89938.08,0,0,4,GOLD,372
565,France,Female,38,5,126645.13,1,1,1,168303.55,0,0,1,DIAMOND,366
665,Spain,Female,40,1,173432.55,1,0,1,116766.79,0,0,5,PLATINUM,870
649,Germany,Male,40,4,95001.33,1,0,1,123202.99,0,0,3,GOLD,993
847,Spain,Female,37,9,112712.17,1,1,0,116097.26,0,0,1,GOLD,355
807,Germany,Female,31,1,93460.47,2,0,0,172782.69,0,0,5,PLATINUM,597
675,France,Female,32,2,155663.31,1,1,0,97658.66,0,0,2,SILVER,655
571,Germany,Female,34,1,101736.66,1,0,1,195651.66,0,0,1,SILVER,696
507,France,Male,36,4,83543.37,1,0,0,140134.43,0,0,1,DIAMOND,691
686,France,Female,34,3,123971.51,2,1,0,147794.63,0,0,5,PLATINUM,410
645,Germany,Male,28,7,117466.03,2,1,1,34490.06,0,0,4,DIAMOND,554
602,France,Male,34,5,0.0,2,1,1,77414.45,0,0,2,DIAMOND,743
587,Spain,Male,45,6,0.0,1,0,0,158684.81,0,0,3,PLATINUM,732
653,France,Female,42,1,0.0,2,1,1,5768.32,0,0,2,SILVER,397
698,Spain,Female,63,5,0.0,1,1,1,173576.71,0,0,5,SILVER,545
799,France,Male,70,8,70416.75,1,1,1,36483.52,0,0,4,PLATINUM,958
646,France,Male,18,10,0.0,2,0,1,52795.15,0,0,5,GOLD,938
552,France,Female,34,5,0.0,2,1,1,1351.41,0,0,3,SILVER,712
524,France,Male,22,9,0.0,2,1,0,74405.34,0,0,5,SILVER,992
691,Germany,Male,27,3,160358.68,2,1,0,142367.72,0,0,3,GOLD,527
732,Germany,Female,42,2,118889.66,2,0,0,87422.15,0,0,3,GOLD,226
668,France,Female,31,9,0.0,2,0,0,41291.73,0,0,1,SILVER,448
679,Germany,Male,58,8,125850.53,2,1,1,87008.17,0,0,2,DIAMOND,572
652,Spain,Female,42,4,0.0,2,1,1,38152.01,0,0,5,GOLD,230
605,France,Female,30,9,135422.31,1,0,1,186418.85,0,0,5,DIAMOND,241
699,Germany,Male,59,3,106819.65,1,0,1,163570.25,0,0,5,SILVER,557
659,France,Male,43,1,106086.42,2,1,0,26900.63,0,0,5,GOLD,748
600,Germany,Male,57,9,138456.03,2,1,1,103548.25,0,0,3,DIAMOND,956
669,Germany,Female,30,7,139872.81,1,1,0,188795.85,0,0,3,SILVER,302
640,France,Female,50,9,117565.03,2,0,0,82559.77,0,0,4,GOLD,463
847,Spain,Male,31,5,0.0,2,1,1,76326.67,0,0,4,SILVER,791
651,France,Male,34,3,0.0,2,1,1,105599.65,0,0,5,SILVER,632
754,Spain,Female,27,8,0.0,2,0,0,121821.16,0,0,3,DIAMOND,307
604,France,Male,40,1,84315.02,1,0,0,36209.1,0,0,3,PLATINUM,885
439,France,Male,36,2,165536.28,2,1,1,123956.83,0,0,3,DIAMOND,877
535,France,Female,38,8,0.0,2,1,0,136620.64,0,0,1,DIAMOND,272
678,France,Female,32,9,0.0,1,1,1,148210.64,0,0,4,GOLD,983
671,France,Female,29,3,0.0,2,1,0,158043.11,0,0,1,DIAMOND,556
686,France,Female,44,7,55053.62,1,1,0,181757.19,0,0,3,DIAMOND,495
680,France,Male,32,5,92961.61,1,1,0,116957.6,0,0,1,GOLD,618
411,France,Female,54,9,0.0,1,0,1,76621.49,0,0,1,PLATINUM,739
615,Germany,Female,33,3,137657.25,2,1,1,171657.57,0,0,4,PLATINUM,676
691,Germany,Male,30,7,116927.89,1,1,0,21198.39,0,0,1,DIAMOND,813
695,Spain,Male,46,3,122549.64,1,1,1,56297.85,0,0,3,SILVER,520
682,France,Male,38,4,107192.38,1,1,1,15669.17,0,0,3,PLATINUM,459
802,Spain,Male,40,4,0.0,2,1,1,81908.09,0,0,3,DIAMOND,841
646,France,Female,30,5,0.0,2,1,0,13935.32,0,0,3,DIAMOND,786
644,Spain,Male,26,8,96659.64,2,1,1,138775.69,0,0,1,GOLD,384
593,Spain,Male,26,9,76226.9,1,1,0,167564.82,0,0,5,GOLD,608
678,France,Female,50,6,0.0,1,1,0,8199.5,0,0,4,GOLD,803
458,Germany,Male,35,9,146780.52,2,1,1,3476.38,0,0,3,PLATINUM,784
681,Spain,Male,33,10,0.0,1,0,0,158336.36,0,0,1,PLATINUM,818
609,Spain,Male,53,10,0.0,1,1,1,154642.91,0,0,3,SILVER,498
715,France,Male,34,4,124314.45,1,0,0,97782.92,0,0,2,SILVER,874
714,Spain,Male,27,3,0.0,3,1,1,129130.09,0,0,5,SILVER,742
704,France,Male,42,8,129735.3,2,1,1,179565.57,0,0,1,PLATINUM,361
461,Spain,Female,35,8,0.0,1,1,0,132295.95,0,0,3,SILVER,963
644,France,Male,33,2,0.0,1,1,0,96420.58,0,0,1,DIAMOND,482
516,France,Male,37,8,0.0,1,1,0,101834.58,0,0,3,PLATINUM,703
646,Germany,Female,29,4,105957.44,1,1,0,15470.91,0,0,1,PLATINUM,345
568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0,0,4,PLATINUM,234
753,France,Male,33,5,122568.05,2,1,1,82820.85,0,0,4,GOLD,491
606,France,Male,32,5,83161.65,1,1,1,116885.59,0,0,4,PLATINUM,391
803,France,Male,36,1,0.0,2,1,1,149370.93,0,0,3,SILVER,986
777,France,Male,36,7,0.0,1,1,0,106472.34,0,0,2,SILVER,537
683,Spain,Female,24,8,98567.1,1,1,0,187987.01,0,0,1,SILVER,987
681,France,Male,38,3,0.0,2,1,1,112491.96,0,0,1,DIAMOND,861
652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,0,5,DIAMOND,651
724,Germany,Male,34,6,118235.7,2,0,0,157137.23,0,0,5,DIAMOND,618
641,France,Female,35,4,0.0,2,0,0,125986.18,0,0,4,PLATINUM,757
749,Germany,Male,46,10,78136.36,2,1,1,73470.98,0,0,5,SILVER,887
664,France,Male,40,7,125608.72,1,1,0,122073.48,0,0,2,PLATINUM,458
579,France,Female,33,1,118392.75,1,1,1,157564.75,0,0,1,DIAMOND,793
595,Germany,Female,32,0,92466.21,1,1,0,4721.3,0,0,2,PLATINUM,238
728,France,Male,33,8,129907.63,1,0,1,36083.96,0,0,2,GOLD,913
850,Spain,Female,54,4,120952.74,1,1,0,66963.15,0,0,5,SILVER,396
627,Germany,Female,30,4,79871.02,2,1,0,129826.89,0,0,4,DIAMOND,396
850,France,Male,35,9,102050.47,1,1,1,3769.71,0,0,5,SILVER,242
763,Spain,Female,39,7,0.0,2,1,0,19458.75,0,0,2,PLATINUM,311
630,France,Male,67,5,0.0,2,1,1,27330.27,0,0,3,SILVER,556
757,France,Female,44,4,123322.15,1,1,0,137136.29,0,0,2,GOLD,521
647,Germany,Male,35,3,192407.97,1,1,1,40145.28,0,0,3,DIAMOND,962
609,France,Male,39,3,121778.71,1,1,1,138399.67,0,0,3,PLATINUM,985
604,France,Male,30,5,0.0,2,1,0,75786.55,0,0,1,PLATINUM,468
710,Spain,Male,22,8,0.0,3,1,0,107292.91,0,0,4,DIAMOND,565
613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0,0,2,GOLD,680
637,France,Male,27,1,0.0,2,1,0,91291.2,0,0,4,GOLD,304
722,France,Male,30,5,0.0,2,1,0,166376.54,0,0,5,PLATINUM,282
578,France,Male,50,5,151215.34,2,1,0,169804.4,0,0,4,PLATINUM,623
549,Germany,Female,31,9,135020.21,2,1,1,23343.18,0,0,2,DIAMOND,803
584,Spain,Male,36,4,82696.09,2,0,0,83058.14,0,0,5,PLATINUM,925
746,France,Male,37,2,0.0,2,1,0,143194.05,0,0,4,DIAMOND,415
754,France,Female,35,4,0.0,2,1,0,44830.71,0,0,1,GOLD,992
667,France,Male,36,8,139753.35,1,1,0,79871.16,0,0,1,GOLD,747
608,Germany,Female,30,2,91057.37,2,1,0,132973.17,0,0,4,GOLD,379
604,Spain,Female,28,6,0.0,2,1,1,69056.26,0,0,4,SILVER,634
732,France,Female,43,9,0.0,2,1,0,183147.17,0,0,4,GOLD,292
743,Spain,Male,25,6,0.0,2,1,0,129740.11,0,0,2,GOLD,748
512,Germany,Female,32,2,123403.85,2,1,0,80120.19,0,0,2,PLATINUM,798
698,France,Male,37,5,98400.61,2,0,0,25017.28,0,0,1,PLATINUM,403
680,France,Male,23,5,140007.19,1,0,1,31714.08,0,0,3,GOLD,808
622,France,Male,26,9,0.0,2,1,1,153237.59,0,0,3,PLATINUM,344
650,Germany,Female,25,2,114330.95,1,1,1,25325.07,0,0,1,DIAMOND,876
745,Spain,Male,40,3,88466.82,1,0,0,116331.42,0,0,4,SILVER,645
850,Germany,Female,31,4,164672.66,1,0,1,61936.1,0,0,1,PLATINUM,519
693,France,Female,39,4,0.0,2,0,1,142331.39,0,0,1,PLATINUM,550
761,France,Female,33,6,138053.79,2,1,0,148779.41,0,0,1,PLATINUM,985
598,Spain,Female,35,8,0.0,3,0,1,88658.73,0,0,4,DIAMOND,235
582,France,Male,31,2,0.0,2,1,1,33747.03,0,0,4,GOLD,413
719,Spain,Female,35,8,0.0,1,1,1,165162.4,0,0,5,DIAMOND,569
497,Spain,Male,27,7,149400.27,1,0,0,167522.19,0,0,4,GOLD,423
683,France,Male,39,4,0.0,2,1,0,171716.81,0,0,2,GOLD,913
516,France,Male,51,8,120124.35,2,0,1,168773.54,0,0,2,PLATINUM,286
740,France,Male,36,7,0.0,1,1,1,13177.4,0,0,5,SILVER,466
679,Germany,Female,34,7,121063.85,1,1,0,56984.58,0,0,1,GOLD,564
850,Spain,Female,32,9,0.0,2,1,1,18924.92,0,0,4,DIAMOND,765
717,Spain,Male,33,1,99106.73,1,0,0,194467.23,0,0,2,GOLD,294
701,France,Male,23,3,0.0,2,1,0,38960.59,0,0,2,PLATINUM,253
745,France,Female,46,7,0.0,2,1,1,67769.94,0,0,4,PLATINUM,483
595,Spain,Male,36,6,85768.42,1,1,1,24802.77,0,0,5,DIAMOND,301
778,Germany,Female,33,4,111063.73,2,1,0,83556.65,0,0,5,GOLD,544
566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0,0,1,DIAMOND,719
555,Germany,Male,48,3,142055.41,2,0,1,79134.78,0,0,3,SILVER,263
627,Germany,Male,52,1,76101.81,2,0,1,177238.35,0,0,4,PLATINUM,364
462,France,Male,39,4,140133.08,2,0,0,131304.45,0,0,1,SILVER,627
821,France,Male,28,2,0.0,2,1,0,46072.52,0,0,2,DIAMOND,544
624,Germany,Male,27,9,94667.29,2,0,1,4470.52,0,0,1,PLATINUM,958
599,Spain,Female,37,2,0.0,2,1,1,143739.29,0,0,4,GOLD,516
741,France,Female,36,3,0.0,2,1,1,89804.83,0,0,1,SILVER,900
640,Germany,Male,45,8,120591.19,1,0,0,195123.94,0,0,5,GOLD,938
598,Spain,Male,44,8,0.0,2,1,0,148487.9,0,0,4,SILVER,909
531,Germany,Female,32,0,109570.21,2,1,1,172049.84,0,0,3,GOLD,584
609,France,Female,39,8,141675.23,1,0,1,175664.25,0,0,4,SILVER,440
765,Spain,Female,32,9,178095.55,1,0,0,47247.56,0,0,3,GOLD,656
620,Spain,Male,44,8,0.0,2,1,1,15627.51,0,0,5,DIAMOND,940
685,France,Male,30,2,0.0,2,1,1,140889.32,0,0,2,DIAMOND,936
633,France,Female,32,1,104001.38,1,0,1,36642.65,0,0,3,DIAMOND,511
700,France,Female,34,2,76322.69,1,1,0,128136.29,0,0,1,DIAMOND,479
588,France,Male,38,1,124271.26,1,1,0,75969.19,0,0,3,DIAMOND,922
531,Spain,Female,42,6,75302.85,2,0,0,57034.35,0,0,1,PLATINUM,505
497,Spain,Male,27,9,75263.16,1,1,1,164825.04,0,0,5,GOLD,709
797,France,Female,29,1,0.0,2,1,1,132975.39,0,0,2,SILVER,779
781,France,Male,32,6,147107.91,1,1,1,40066.95,0,0,1,PLATINUM,740
850,France,Female,38,1,106871.81,2,1,0,29333.01,0,0,3,SILVER,527
581,France,Male,31,3,0.0,2,0,0,89040.61,0,0,3,PLATINUM,557
579,France,Male,31,9,0.0,1,0,1,139048.0,0,0,5,SILVER,779
522,Spain,Male,30,3,0.0,2,1,0,145490.85,0,0,4,SILVER,654
580,Germany,Female,36,3,74974.89,1,1,1,12099.67,0,0,3,SILVER,649
489,Spain,Male,58,4,0.0,2,1,1,191419.32,0,0,4,SILVER,486
775,Spain,Male,29,10,0.0,2,1,1,68143.93,0,0,2,DIAMOND,913
850,Germany,Male,44,3,140393.65,2,0,1,186285.52,0,0,5,SILVER,414
707,France,Male,32,9,0.0,2,0,0,30807.02,0,0,4,DIAMOND,263
607,France,Male,45,7,123859.6,1,0,1,113051.57,0,0,1,DIAMOND,859
774,France,Female,28,1,71264.02,2,0,1,68759.57,0,0,5,GOLD,461
722,Germany,Female,40,6,89175.06,2,0,1,152883.95,0,0,4,PLATINUM,984
771,France,Male,27,2,0.0,2,1,1,199527.34,0,0,2,PLATINUM,918
785,Germany,Female,33,5,136624.6,2,1,1,169117.74,0,0,3,PLATINUM,368
565,France,Female,44,1,0.0,2,0,1,89602.81,0,0,1,SILVER,691
431,Germany,Male,42,8,120822.86,2,1,0,126153.24,0,0,5,GOLD,712
605,Germany,Male,19,8,166133.28,1,1,1,107994.99,0,0,5,DIAMOND,870
543,France,Male,30,4,140916.81,1,1,0,157711.18,0,0,1,PLATINUM,470
594,France,Male,50,7,81310.34,1,1,1,183868.01,0,0,4,SILVER,439
649,France,Male,38,1,122214.0,1,0,1,88965.46,0,0,3,DIAMOND,591
630,Spain,Male,41,7,107511.52,1,0,1,46156.87,0,0,5,SILVER,419
829,Germany,Male,36,4,81795.74,2,1,0,90106.94,0,0,2,DIAMOND,746
522,France,Female,41,7,0.0,2,0,1,176780.39,0,0,2,GOLD,303
681,France,Male,47,9,97023.21,1,1,1,2168.13,0,0,5,SILVER,499
710,France,Male,38,2,0.0,2,1,0,96.27,0,0,3,DIAMOND,703
671,Spain,Female,42,3,0.0,2,1,1,128449.33,0,0,2,DIAMOND,931
686,France,Female,34,1,0.0,2,1,0,87278.48,0,0,2,DIAMOND,980
590,France,Male,43,8,0.0,2,1,1,143628.31,0,0,2,SILVER,363
719,France,Male,49,5,105918.1,1,1,1,16246.59,0,0,1,DIAMOND,221
850,Germany,Female,35,7,114285.2,1,0,1,129660.59,0,0,5,GOLD,791
493,Spain,Female,48,7,0.0,2,1,0,48545.1,0,0,3,SILVER,592
581,Spain,Female,31,6,0.0,2,1,0,188377.21,0,0,1,SILVER,644
630,Spain,Female,21,1,85818.18,1,1,1,133102.3,0,0,2,DIAMOND,374
737,France,Male,28,8,0.0,2,1,0,106390.01,0,0,2,SILVER,934
667,France,Male,33,4,0.0,2,1,1,131834.75,0,0,5,DIAMOND,835
539,Spain,Female,37,1,130922.81,2,0,0,2186.83,0,0,1,PLATINUM,319
798,Germany,Female,29,8,80204.11,2,1,0,70223.22,0,0,3,SILVER,965
728,France,Female,69,1,0.0,2,1,1,131804.86,0,0,4,PLATINUM,341
805,France,Male,39,2,0.0,1,0,0,166650.32,0,0,1,PLATINUM,417
737,France,Male,45,10,0.0,2,1,0,1364.54,0,0,5,GOLD,531
454,France,Male,34,4,0.0,2,1,0,198817.72,0,0,2,PLATINUM,731
828,Spain,Male,42,10,0.0,1,1,1,186071.14,0,0,1,PLATINUM,526
567,Germany,Male,40,7,122265.24,1,1,0,138552.74,0,0,1,SILVER,433
597,France,Male,45,7,0.0,2,0,0,167756.45,0,0,2,PLATINUM,972
526,Germany,Male,58,9,190298.89,2,1,1,191263.76,0,0,1,DIAMOND,889
687,Germany,Male,33,9,135962.4,2,1,0,121747.96,0,0,1,PLATINUM,493
537,Spain,Female,38,1,0.0,2,0,1,41233.97,0,0,5,PLATINUM,818
610,France,Female,35,7,81905.95,1,1,1,61623.19,0,0,3,GOLD,402
542,France,Male,29,9,0.0,1,1,0,8342.35,0,0,3,GOLD,760
552,Spain,Male,45,9,0.0,2,1,0,26752.56,0,0,2,DIAMOND,723
